rep_id,cell_id,cell_tag,score,url,kgs_id,api,api_num_nodash,operator,lease,lat,lon,las_path,picked_gr,picked_por,picked_den,picked_neu,picked_pe,picked_dt
93,g10_4,,16.280,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046102808.las,1044835261,15-139-20097,15139200970000,"Messenger Petroleum, Inc.",Bauck LH-1,38.64697190,-95.60751010,data/las/1046102808.las,GR,,RHOB,,PE,DT
94,g10_4,,16.280,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046102811.las,1044835261,15-139-20097,15139200970000,"Messenger Petroleum, Inc.",Bauck LH-1,38.64697190,-95.60751010,data/las/1046102811.las,GR,,RHOB,,PE,DT
95,g10_4,,14.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/17S16E/1043624859.las,1024492427,15-139-20082,15139200820000,DORADO GAS RESOURCES LLC,GRAY 4-12,38.59254290,-95.59961890,data/las/1043624859.las,GR,DPHI,,,,
96,g10_4,,14.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/16S18E/1031510613.las,1002913517,15-059-24498,15059244980000,CARIBOU RESOURCES,HUDELSON 2-CR,38.63389990,-95.46629990,data/las/1031510613.las,GR,DPHI,,,,
97,g10_4,,12.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/18S17E/1044221022.las,1002936634,15-139-20014,15139200140000,Harold D. Reeves,J. D. Green 1,38.52052730,-95.58052730,data/las/1044221022.las,GR,,RHOB,,,
98,g10_4,,11.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/12S17E/1008459004.las,1002907035,15-045-20122,15045201220000,U.S. Geological Survey and Kansas Geological Survey,Douglas County Livestock and Fair Assoc. 1,39.01210870,-95.47899210,data/las/1008459004.las,GR,,,,,DT
99,g10_4,,11.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/17S16E/1043624860.las,1024492427,15-139-20082,15139200820000,DORADO GAS RESOURCES LLC,GRAY 4-12,38.59254290,-95.59961890,data/las/1043624860.las,GR,,,,,DT
100,g10_4,,11.030,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/12S17E/1043624876.las,1002907035,15-045-20122,15045201220000,U.S. Geological Survey and Kansas Geological Survey,Douglas County Livestock and Fair Assoc. 1,39.01210870,-95.47899210,data/las/1043624876.las,GR,,,,,DT
101,g10_4,,10.090,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055814051.las,1044835261,15-139-20097,15139200970000,"Messenger Petroleum, Inc.",Bauck LH-1,38.64697190,-95.60751010,data/las/1055814051.las,GR,,,,,
102,g10_4,,10.080,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/12S13E/1043624873.las,1002907035,15-045-20122,15045201220000,U.S. Geological Survey and Kansas Geological Survey,Douglas County Livestock and Fair Assoc. 1,39.01210870,-95.47899210,data/las/1043624873.las,GR,,,,,
103,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674703.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674703.las,GR,DPOR,RHOB,CNPOR,PE,DT
104,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674704.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674704.las,GR,DPOR,RHOB,CNPOR,PE,DT
105,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674705.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674705.las,GR,DPOR,RHOB,CNPOR,PE,DT
106,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674706.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674706.las,GR,DPOR,RHOB,CNPOR,PE,DT
107,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674708.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674708.las,GR,DPOR,RHOB,CNPOR,PE,DT
108,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674709.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674709.las,GR,DPOR,RHOB,CNPOR,PE,DT
109,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674711.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674711.las,GR,DPOR,RHOB,CNPOR,PE,DT
110,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674713.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674713.las,GR,DPOR,RHOB,CNPOR,PE,DT
111,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674714.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674714.las,GR,DPOR,RHOB,CNPOR,PE,DT
112,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674715.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674715.las,GR,DPOR,RHOB,CNPOR,PE,DT
113,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674701.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674701.las,GR,DPOR,RHOB,CNPOR,PE,DT
114,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674702.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674702.las,GR,DPOR,RHOB,CNPOR,PE,DT
115,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674707.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674707.las,GR,DPOR,RHOB,CNPOR,PE,DT
116,g10_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674710.las,1046125314,15-085-20093,15085200930000,Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,39.43801930,-95.95300430,data/las/1051674710.las,GR,DPOR,RHOB,CNPOR,PE,DT
117,g10_6,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051708854.las,1046838761,15-131-20246,15131202460000,"IA Operating, Inc.",GUDENKAUF 18-1,39.70280400,-95.89709230,data/las/1051708854.las,GR,DPOR,RHOB,CNPOR,PE,DT
118,g10_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661161.las,1046570928,15-131-20245,15131202450000,"Rock Creek Crude, LLC",BAUMAN 3,39.85025560,-95.84292590,data/las/1051661161.las,GR,DPOR,RHOB,CNPOR,,DT
119,g10_6,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056090153.las,1052661247,15-131-20248,15131202480000,"Petroleum Property Services, Inc.",RICHARDS-FUND A 4,39.71501620,-95.88958940,data/las/1056090153.las,GR,DPOR,RHOB,CNPOR,,DT
120,g10_6,,20.090,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S13E/1044219061.las,1002934619,15-131-20082,15131200820000,"Pendleton Land & Exploration, Inc.",Heinen 1,39.65389250,-95.93759170,data/las/1044219061.las,GR,,RHOB,NPHI,PE,DT
121,g10_6,,17.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044249738.las,1043239055,15-131-20218,15131202180000,Kinney Oil Company,Edelman 1-5,39.90850120,-95.86835660,data/las/1044249738.las,GR,DPOR,RHOB,,,DT
122,g10_6,,17.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044249719.las,1043239054,15-131-20217,15131202170000,Kinney Oil Company,Meyer 1-18,39.95859580,-95.88911930,data/las/1044249719.las,GR,DPOR,RHOB,,,DT
123,g10_6,,17.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044234216.las,1043229973,15-131-20215,15131202150000,Kinney Oil Company,D & K Heinen 1-4,39.82514000,-95.96844390,data/las/1044234216.las,GR,DPOR,RHOB,,,DT
124,g10_6,,17.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044165723.las,1041229507,15-131-20214,15131202140000,Mustang Fuel Corp.,Rilinger 2-25,39.67044490,-95.91822990,data/las/1044165723.las,GR,DPOR,RHOB,,,DT
125,g10_6,,17.080,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/01S14E/1044219060.las,1002934584,15-131-20046,15131200460000,ROXY RESOURCES,SCHNEIDER 1-14,39.96043440,-95.82001080,data/las/1044219060.las,GR,,RHOB,NPHI,,DT
126,g10_6,,17.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/01S17E/1044170350.las,1033438578,15-013-20033,15013200330000,"W. T. W. Operating, LLC",Wilson 1,39.92761200,-95.54473470,data/las/1044170350.las,GR,,RHOB,NPHI,,DT
127,g10_6,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S15E/1044077628.las,1030571114,15-085-20076,15085200760000,"Heartland Oil & Gas, Inc.",ATWATER FARMS 'SWD' 5-14,39.61707560,-95.71124800,data/las/1044077628.las,GR,DPHI,,NPHI,,DT
128,g10_6,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/03S14E/1044077642.las,1030456065,15-131-20184,15131201840000,"Heartland Oil & Gas, Inc.",GEORG 15-12,39.79972120,-95.79546960,data/las/1044077642.las,GR,DPHI,,NPHI,,DT
129,g10_6,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1044077638.las,1025686272,15-131-20174,15131201740000,Kinney Oil Company,"King, B. 1-6",39.73093530,-95.89079090,data/las/1044077638.las,GR,DPHI,,NPHI,,DT
130,g10_6,,16.280,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046473033.las,1045011740,15-013-20046,15013200460000,Running Foxes Petroleum Inc.,Plattner 11-15,39.96273390,-95.72330310,data/las/1046473033.las,GR,,RHOB,,PE,DT
131,g11_1,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/31S20E/1008459007.las,1002926895,15-099-21197,15099211970000,U.S.G.S. & KS Geological Survey,KANSAS ORDINANCE PLANT 1,37.32911760,-95.20752890,data/las/1008459007.las,GR,DPHI,,NPHI,,DT
132,g11_1,,15.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046480337.las,1045006469,15-099-24698,15099246980000,"Fastrak Energy, LLC",Compton 6,37.13560960,-95.33680760,data/las/1046480337.las,GR,,RHOB,,PE,
133,g11_1,,15.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046480200.las,1045011129,15-099-24700,15099247000000,"Fastrak Energy, LLC",Compton 8,37.13560850,-95.33234880,data/las/1046480200.las,GR,,RHOB,,PE,
134,g11_1,,15.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046480257.las,1045011169,15-099-24699,15099246990000,"Fastrak Energy, LLC",Compton 7,37.13560770,-95.33796000,data/las/1046480257.las,GR,,RHOB,,PE,
135,g11_1,,15.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298640.las,1039402791,15-037-22077,15037220770000,Running Foxes Petroleum Inc.,Page 13-24C,37.41248420,-94.84999160,data/las/1055298640.las,GR,,RHOB,,PE,
136,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S24E/1044253652.las,1002897484,15-021-20154,15021201540000,Kansas Geological Survey,Cherokee CK 33-24,37.19534510,-94.75888300,data/las/1044253652.las,GR,,RHOB,,,
137,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S23E/1044253635.las,1002906190,15-037-20253,15037202530000,Kansas Geological Survey,Crawford 32-1 Test Hole HH,37.47103180,-94.90556320,data/las/1044253635.las,GR,,RHOB,,,
138,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/34S22E/1044253653.las,1002897486,15-021-20179,15021201790000,Kansas Geological Survey,Cherokee 13-1 Test Hole DD,37.08866700,-94.95869410,data/las/1044253653.las,GR,,RHOB,,,
139,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/32S23E/1044253651.las,1002897480,15-021-20150,15021201500000,Kansas Geological Survey,Cherokee CK 32-23-5-1,37.29629190,-94.91287360,data/las/1044253651.las,GR,,RHOB,,,
140,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/30S24E/1044253633.las,1002906184,15-037-20247,15037202470000,Kansas Geological Survey,Crawford 33-1,37.39671970,-94.78818120,data/las/1044253633.las,GR,,RHOB,,,
141,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S24E/1044253632.las,1002906182,15-037-20244,15037202440000,Kansas Geological Survey,Crawford 34-1 Test Hole N,37.48427420,-94.77196880,data/las/1044253632.las,GR,,RHOB,,,
142,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/30S23E/1044253637.las,1002906192,15-037-20255,15037202550000,Kansas Geological Survey,Crawford 32-1 Test Hole GG,37.38330130,-94.92375320,data/las/1044253637.las,GR,,RHOB,,,
143,g11_1,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/34S23E/1044254258.las,1002897485,15-021-20155,15021201550000,Kansas Geological Survey,Cherokee 3-1 Test Hole CC,37.10594200,-94.87825170,data/las/1044254258.las,GR,,RHOB,,,
144,g11_1,,10.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055385260.las,1026645515,15-099-23237,15099232370000,"STP, Inc.",MCKEE 1-8,37.01308590,-95.34841420,data/las/1055385260.las,GR,,,,,
145,g11_1,,10.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055814207.las,1031315185,15-099-23502,15099235020000,"Quest Cherokee, LLC","Bogner, Evelyn A. 23-1",37.25032130,-95.29625670,data/las/1055814207.las,GR,,,,,
146,g11_2,,23.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298590.las,1039341585,15-011-23532,15011235320000,"Running Foxes Petroleum, Inc.",Graham 5-36A-3,37.91675050,-94.83911070,data/las/1055298590.las,GR,DPHI,RHOB,NPHI,PE,
147,g11_2,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298433.las,1031938017,15-011-23063,15011230630000,Running Foxes Petroleum Inc.,Rhodes 6-24,37.77121630,-94.84350370,data/las/1055298433.las,GR,DPHI,RHOB,NPHI,PE,
148,g11_2,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298440.las,1031996735,15-011-23081,15011230810000,Running Foxes Petroleum Inc.,Gobl 2-31,37.74498630,-94.93133700,data/las/1055298440.las,GR,DPHI,RHOB,NPHI,PE,
149,g11_2,,23.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298458.las,1036040119,15-011-23209,15011232090000,Running Foxes Petroleum Inc.,VOGEL 9-36C,37.91130630,-94.82675710,data/las/1055298458.las,GR,DPOR,RHOB,NPOR,PE,
150,g11_2,,20.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298520.las,1038340742,15-011-23411,15011234110000,Running Foxes Petroleum Inc.,Danley 10-34B,38.00019870,-94.97753450,data/las/1055298520.las,GR,DPOR,RHOB,NPOR,,
151,g11_2,,20.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045386528.las,1044874667,15-001-31137,15001311370000,Colt Energy Inc,Knox V6-i,37.86256980,-95.28485010,data/las/1045386528.las,GR,DPOR,RHOB,NPOR,,
152,g11_2,,16.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298413.las,1030570896,15-011-22962,15011229620000,"McGown Drilling, Inc.",FRENCH 8-16,37.87214320,-94.88038950,data/las/1055298413.las,GR,DPOR,RHOB,,,
153,g11_2,,16.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298414.las,1030570898,15-011-22963,15011229630000,"Running Foxes Petroleum, Inc.",Schaff 7-15,37.78516100,-94.87504110,data/las/1055298414.las,GR,DPOR,RHOB,,,
154,g11_2,,15.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298639.las,1038465368,15-037-22069,15037220690000,Running Foxes Petroleum Inc.,Rutherford 15-8C,37.61611580,-94.69391350,data/las/1055298639.las,GR,,RHOB,,PE,
155,g11_2,,15.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298622.las,1040857195,15-011-23613,15011236130000,Running Foxes Petroleum Inc.,Beck 12-6B,37.72456870,-95.05080790,data/las/1055298622.las,GR,,RHOB,,PE,
156,g11_2,,14.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/25S21E/1044251198.las,1025687182,15-011-22923,15011229230000,Forest City LLC,Guder 1-25,37.83516430,-95.06002110,data/las/1044251198.las,GR,DPHI,,,,
157,g11_2,,14.030,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/25S21E/1044913832.las,1025687182,15-011-22923,15011229230000,Forest City LLC,Guder 1-25,37.83516430,-95.06002110,data/las/1044913832.las,GR,DPHI,,,,
158,g11_2,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S24E/1044253631.las,1002906181,15-037-20242,15037202420000,Kansas Geological Survey,Crawford CR 29-24-3-1,37.55709730,-94.77857540,data/las/1044253631.las,GR,,RHOB,,,
159,g11_2,,11.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/25S24E/1044077616.las,1031639174,15-011-23011,15011230110000,Running Foxes Petroleum Inc.,Harvey 2-7 SWD,37.89145540,-94.81288290,data/las/1044077616.las,GR,,,,,DT
160,g11_2,,11.030,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S21E/1044170348.las,1031639094,15-001-29124,15001291240000,"Rogers & Slane, Inc.",GARRETT 6,37.99000620,-95.11839600,data/las/1044170348.las,GR,,,,,DT
161,g11_3,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/18S23E/1008459006.las,1028090377,15-121-20763-0001,15121207630001,Kansas Geological Survey and USGS,WATSON 1,38.47716100,-94.90559130,data/las/1008459006.las,GR,DPHI,,NPHI,,DT
162,g11_3,,12.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S23E/1044226421.las,1029096484,15-107-22139,15107221390000,D. L. Stokes,Edith Shaw 1,38.14102100,-94.93285290,data/las/1044226421.las,GR,,RHOB,,,
163,g11_3,,12.030,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/23S22E/1044170353.las,1027629839,15-107-23691,15107236910000,"Meritage KCM Exploration, LLC",BROYLES 6-11,38.07942460,-95.03676250,data/las/1044170353.las,GR,,RHOB,,,
164,g11_3,,10.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055298511.las,1038337153,15-011-23395,15011233950000,Running Foxes Petroleum Inc.,Stewart 15-27D,38.00956560,-94.97596140,data/las/1055298511.las,GR,,,,,
165,g11_3,,10.090,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044859408.las,1044164935,15-107-24639,15107246390000,Colt Energy Inc,Mitchell Family Trust 362121 J-10,38.17941010,-95.04670330,data/las/1044859408.las,GR,,,,,
166,g11_3,,10.080,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055813726.las,1032644152,15-003-24282,15003242820000,"Petrol Oil & Gas, Inc.",BAILEY - KREITLER 'H' 4,38.19848950,-95.08424890,data/las/1055813726.las,GR,,,,,
167,g11_3,,10.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386423.las,1046557715,15-003-26615,15003266150000,"Rickerson, Russell",BROCK 2,38.28109900,-95.15180810,data/las/1055386423.las,GR,,,,,
168,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044207964.las,1042551353,15-107-24298,15107242980000,"Bobcat Oilfield Services, Inc.",Harvey G-8,38.33198550,-94.88214990,data/las/1044207964.las,GR,,,,,
169,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018682.las,1044595604,15-003-25954,15003259540000,Sirius Energy Corp.,Rosell RJ-5,38.24759870,-95.11031750,data/las/1045018682.las,GR,,,,,
170,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045386518.las,1044840617,15-003-26174,15003261740000,Sirius Energy Corp.,Ewing B V-4,38.22208940,-95.14954910,data/las/1045386518.las,GR,,,,,
171,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044579957.las,1043454474,15-003-25001,15003250010000,Sirius Energy Corp.,West Van Winkle Y-30,38.22290000,-95.16672000,data/las/1044579957.las,GR,,,,,
172,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044596862.las,1043933647,15-003-25093,15003250930000,Sirius Energy Corp.,West Van Winkle F-24,38.21528810,-95.16354820,data/las/1044596862.las,GR,,,,,
173,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189457.las,1042760767,15-003-24884,15003248840000,Sirius Energy Corp.,West Van Winkle M-17,38.21755000,-95.15843000,data/las/1044189457.las,GR,,,,,
174,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044207980.las,1042550663,15-107-24253,15107242530000,"Bobcat Oilfield Services, Inc.",Harvey C-6,38.33377160,-94.88441880,data/las/1044207980.las,GR,,,,,
175,g11_3,,10.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045386515.las,1044840709,15-003-26170,15003261700000,Sirius Energy Corp.,Ewing 'B' 2-09,38.22169400,-95.15020730,data/las/1045386515.las,GR,,,,,
176,g11_4,,20.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/16S24E/1031372228.las,1024492165,15-121-27626,15121276260000,"Osborn Energy, L.L.C.",ROSEHILL 1-6,38.68213850,-94.79767100,data/las/1031372228.las,GR,DPHI,RHOB,NPHI,,
177,g11_4,,16.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044907132.las,1044178625,15-103-21373,15103213730000,"Tufte Enterprises, LLC",Martha Milleret Trust 1,38.97911040,-95.17748260,data/las/1044907132.las,GR,DPOR,RHOB,,,
178,g11_4,,15.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046076692.las,1044814455,15-045-22203,15045222030000,Grand Mesa Operating Company,Vesecky 2-3,38.82477040,-95.16507550,data/las/1046076692.las,GR,,RHOB,,PE,
179,g11_4,,15.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046076713.las,1044814455,15-045-22203,15045222030000,Grand Mesa Operating Company,Vesecky 2-3,38.82477040,-95.16507550,data/las/1046076713.las,GR,,RHOB,,PE,
180,g11_4,,15.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046114514.las,1045017854,15-103-21443,15103214430000,"Kansas Energy Resources, LLC",MINI-FARM 16-B,38.99766870,-95.15896120,data/las/1046114514.las,GR,,RHOB,,PE,
181,g11_4,,15.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046114515.las,1045017854,15-103-21443,15103214430000,"Kansas Energy Resources, LLC",MINI-FARM 16-B,38.99766870,-95.15896120,data/las/1046114515.las,GR,,RHOB,,PE,
182,g11_4,,10.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386279.las,1044685908,15-103-21413,15103214130000,"Heavy Oil Treatment Solutions, LLC",Cox 1,39.00492910,-95.13847520,data/las/1055386279.las,GR,,,,,
183,g11_4,,10.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386108.las,1044186411,15-091-24005,15091240050000,KanTex Oil & Gas LLC,Jim Russell 12,38.85271050,-94.95698320,data/las/1055386108.las,GR,,,,,
184,g11_4,,10.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055385730.las,1041111426,15-059-25466,15059254660000,Hoehn Oil LLC,Hoehn 9,38.64636030,-95.10886740,data/las/1055385730.las,GR,,,,,
185,g11_4,,10.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055385582.las,1037989909,15-091-23217,15091232170000,"Enerjex Kansas, Inc.",Voigts 51,38.84920680,-94.98508630,data/las/1055385582.las,GR,,,,,
186,g11_4,,10.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055385633.las,1038217537,15-091-23262,15091232620000,"Enerjex Kansas, Inc.",Voigts 56,38.84573870,-94.98385870,data/las/1055385633.las,GR,,,,,
187,g11_4,,10.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055814153.las,1046819977,15-121-31493,15121314930000,Hodges Oil,ALAN SCHENDEL S10,38.62984450,-95.04036330,data/las/1055814153.las,GR,,,,,
188,g11_4,,10.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189439.las,1042550673,15-121-28794,15121287940000,"Bobcat Oilfield Services, Inc.",Schendel 6-10,38.64764160,-95.04010270,data/las/1044189439.las,GR,,,,,
189,g11_4,,10.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189438.las,1042550634,15-121-28793,15121287930000,"Bobcat Oilfield Services, Inc.",Schendel 5-10,38.64862760,-95.03849340,data/las/1044189438.las,GR,,,,,
190,g11_5,,20.240,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044817565.las,1044080831,15-103-21356,15103213560000,"Daystar Petroleum, Inc.",L. Heintzelman 6,39.32550320,-95.05429060,data/las/1044817565.las,GR,DPOR,RHOB,CNPOR,,
